tweet_id,created_at,_id,like_counts,content,crawl_time
GFplcu3WU,2018-10-24 18:44:36,4298718738248314,3,哇有点想去这个学校 可以,1680441978
GFplcu3WU,2018-10-25 16:33:06,4299048036667047,3,这种问题不应该只是学校查，可以移交司法机关,1680441978
GFplcu3WU,2018-10-24 19:07:09,4298724412402658,3,可怜她教过的学生,1680441987
GFplcu3WU,2018-10-24 18:02:41,4298708189334142,2,1,1680441964
GFplcu3WU,2018-10-25 09:55:02,4298947856209045,2,给南大点赞，这样的态度，才是不糊弄人，正视问题的态度啊，其他学校的发言人是情商为零，还是把人都当傻子呦,1680441978
GFplcu3WU,2018-10-25 07:13:07,4298907108592143,2,致敬南大。,1680441978
GFplcu3WU,2018-10-24 23:32:53,4298791287466865,2,大学都这样做多好，很多大学就是怕担责任拼命包庇，你看现在人家南大积极回应，真正怪学校的人不多[鼓掌][鼓掌],1680441978
GFplcu3WU,2018-10-24 22:23:58,4298773943641209,2,呵  好大学出了这事就说没事  坏大学出了这事肯定就不是这态度了,1680441978
GFplcu3WU,2018-10-24 18:39:08,4298717362371649,2,@小鹿你好hello: 大学都这样做多好，很多大学就是怕担责任拼命包庇，你看现在人家南大积极回应，真正怪学校的人不多[鼓掌][鼓掌],1680441978
GFplcu3WU,2018-10-25 16:39:14,4299049575810148,2,学校应该严厉处理，以正校风,1680441978
GFplcu3WU,2018-10-25 14:56:35,4299023743564311,2,hdhhdhdhdhddh,1680441978
GFplcu3WU,2018-10-25 13:26:27,4299001064627668,2,第一次查处不要紧，多补上几篇就行了；跟偷税一样。,1680441987
GFplcu3WU,2018-10-25 08:18:22,4298923529159232,2,呵呵[doge][doge][doge],1680441987
GFplcu3WU,2018-10-25 07:55:01,4298917653096422,2,想要air pods,1680441987
GFplcu3WU,2018-10-25 07:08:59,4298906063346796,2,大家的看法各有不同,1680441987
GFplcu3WU,2018-10-24 18:52:22,4298720692520237,2,教育部门早该整治，警醒学术不端等师德问题自身蔓延。,1680441987
GFplcu3WU,2018-10-25 16:25:14,4299046053531245,2,都不说清楚是什么问题,1680441995
GFplcu3WU,2018-10-25 14:59:57,4299024590774074,2,@mgjdgl,1680441995
GFplcu3WU,2018-10-25 14:29:18,4299016878145394,2,[doge],1680441995
GFplcu3WU,2018-10-25 13:14:25,4298998032849906,2,厉害,1680441995
GFplcu3WU,2018-10-25 12:49:54,4298991862920385,2,[鲜花],1680441995
GFplcu3WU,2018-10-25 12:33:51,4298987824156931,2,严惩,1680441995
GFplcu3WU,2018-10-25 11:49:27,4298976650237466,2,g,1680441995
GFplcu3WU,2018-10-25 11:45:49,4298975735902730,2,👍👍,1680441995
GFplcu3WU,2018-10-25 10:49:53,4298961659288487,2,厉害,1680442003
GFplcu3WU,2018-10-24 20:50:05,4298750317544929,2,希望表里如一,1680442054
GFplcu3WU,2018-10-28 10:07:15,4300038089406976,2,南大学风严谨，不应以偏概全，学术造假零容忍，学校果断处理，令人敬佩。,1680442072
GFplcu3WU,2018-11-06 10:49:27,4303310209623026,1,对 做的好 就应该要这样的,1680441964
GFplcu3WU,2018-10-26 23:35:07,4299516628555098,1,“南大就是南大”,1680441978
GFplcu3WU,2018-10-25 00:10:29,4298800748612807,1,点赞,1680441978
GFplcu3WU,2018-10-27 13:52:22,4299732358485858,1,南大就是南大,1680441978
GFplcu3WU,2018-10-26 12:23:35,4299347627680747,1,有实力才有正面面对的勇气,1680441978
GFplcu3WU,2018-10-26 12:23:17,4299347551976541,1,国内大学学学南大,1680441978
GFplcu3WU,2018-10-26 09:52:30,4299309606394737,1,希望那些别被傻缺教授坑害的学生们 以后有个好未来 国家的人才不能让蠢才害了,1680441978
GFplcu3WU,2018-10-25 00:21:23,4298803492536064,1,严肃处理,1680441987
GFplcu3WU,2018-10-25 00:04:20,4298799202018204,1,@小鹿你好hello: 大学都这样做多好，很多大学就是怕担责任拼命包庇，你看现在人家南大积极回应，真正怪学校的人不多[鼓掌][鼓掌],1680441987
GFplcu3WU,2018-10-24 20:19:38,4298742654307001,1,好样的[good][good][good],1680441987
GFplcu3WU,2018-10-24 19:27:40,4298729576342772,1,[doge]真是可怕,1680441987
GFplcu3WU,2018-10-24 18:54:35,4298721250219558,1,我们生活在各种假的国度,1680441987
GFplcu3WU,2018-10-24 18:49:22,4298719937486431,1,南京大字,1680441987
GFplcu3WU,2018-10-24 18:42:09,4298718125361264,1,名校教授长江学者，我还能说些什么,1680441987
GFplcu3WU,2018-10-24 18:24:39,4298713717422496,1,师德问题，还是停留在道德层面，上升到法律才更有力度。,1680441987
GFplcu3WU,2018-10-25 09:39:17,4298943896857881,1,让人敬佩，相信南大会越来越好[耶],1680441987
GFplcu3WU,2018-10-25 08:18:44,4298923616702502,1,南大会越来越好。,1680441987
GFplcu3WU,2018-10-25 14:32:50,4299017766269603,1,看不懂,1680441995
GFplcu3WU,2018-10-25 13:14:28,4298998045150988,1,[good],1680441995
GFplcu3WU,2018-10-25 12:20:54,4298984565070860,1,，,1680441995
GFplcu3WU,2018-10-25 11:54:45,4298977984378030,1,。[跪了][跪了],1680441995
GFplcu3WU,2018-10-25 11:37:44,4298973701691415,1,嗯,1680441995
GFplcu3WU,2018-10-25 11:26:48,4298970949483920,1,lvnxpgjt w,1680441995
GFplcu3WU,2018-10-25 11:20:31,4298969368543451,1,[good],1680441995
GFplcu3WU,2018-10-25 11:09:58,4298966713421065,1,这才对嘛,1680442003
GFplcu3WU,2018-10-25 11:03:30,4298965085941749,1,[微笑][微笑][微笑],1680442003
GFplcu3WU,2018-10-25 10:58:36,4298963853183269,1,。,1680442003
GFplcu3WU,2018-10-25 10:56:46,4298963386919398,1,这样很好,1680442003
GFplcu3WU,2018-10-25 10:39:14,4298958974744118,1,啊,1680442003
GFplcu3WU,2018-10-25 10:33:20,4298957489955405,1,嗯嗯,1680442003
GFplcu3WU,2018-10-25 10:33:01,4298957414577661,1,做得好,1680442003
GFplcu3WU,2018-10-25 10:24:09,4298955183688831,1,[吃惊][吃惊],1680442003
GFplcu3WU,2018-10-25 09:57:02,4298948358974706,1,就该这样啊,1680442009
GFplcu3WU,2018-10-25 09:45:49,4298945531817030,1,你…,1680442009
GFplcu3WU,2018-10-25 09:44:06,4298945108423744,1,[鼓掌],1680442009
GFplcu3WU,2018-10-25 09:43:42,4298944999213959,1,[good],1680442009
GFplcu3WU,2018-10-25 09:41:48,4298944525816527,1,为人师表先正己，正己方能为人师,1680442009
GFplcu3WU,2018-10-25 09:22:08,4298939571714053,1,[中国赞][中国赞][中国赞],1680442009
GFplcu3WU,2018-10-25 09:08:46,4298936212198444,1,呵呵,1680442009
GFplcu3WU,2018-10-25 08:58:37,4298933658861144,1,支持,1680442009
GFplcu3WU,2018-10-25 08:41:54,4298929451773081,1,[鼓掌],1680442009
GFplcu3WU,2018-10-25 08:33:38,4298927370686621,1,人心浮躁，无心科研，学术造假自然难免了,1680442017
GFplcu3WU,2018-10-25 08:24:00,4298924946431019,1,正面回应，这才是大学应有的态度,1680442017
GFplcu3WU,2018-10-25 07:59:45,4298918839413058,1,怎么能捉出这种事呢😃 😃 😃,1680442017
GFplcu3WU,2018-10-25 07:56:28,4298918018286815,1,就要正面回应,1680442017
GFplcu3WU,2018-10-25 07:54:36,4298917547750454,1,支持@南京大学,1680442017
GFplcu3WU,2018-10-25 07:46:34,4298915526111173,1,，,1680442017
GFplcu3WU,2018-10-25 07:40:19,4298913957650623,1,[good],1680442017
GFplcu3WU,2018-10-25 07:37:43,4298913299546980,1,😱,1680442024
GFplcu3WU,2018-10-25 07:14:48,4298907531421497,1,[good][good][good],1680442024
GFplcu3WU,2018-10-25 07:10:19,4298906403620385,1,正面回应好。,1680442024
GFplcu3WU,2018-10-25 07:09:41,4298906244395013,1,为人师表有着更特殊的意义,1680442024
GFplcu3WU,2018-10-25 07:07:22,4298905661027011,1,只要公开 公平 公正 什么事都好办,1680442024
GFplcu3WU,2018-10-25 06:51:42,4298901718729346,1,6,1680442024
GFplcu3WU,2018-10-25 06:37:17,4298898090898029,1,3,1680442024
GFplcu3WU,2018-10-25 06:35:20,4298897600014997,1,什么是大学,1680442024
GFplcu3WU,2018-10-25 06:29:52,4298896224710975,1,[doge],1680442024
GFplcu3WU,2018-10-25 06:26:13,4298895306141825,1,[泪][鼓掌][挖鼻][太开心],1680442024
GFplcu3WU,2018-10-25 06:18:44,4298893422196002,1,(´இ皿இ｀),1680442031
GFplcu3WU,2018-10-25 06:02:42,4298889387720202,1,jhimbybj,1680442031
GFplcu3WU,2018-10-25 05:58:48,4298888405824318,1,有∽老师就是这样，不玩做教授与老师，赶出队伍,1680442031
GFplcu3WU,2018-10-25 00:46:51,4298809901502692,1,…,1680442039
GFplcu3WU,2018-10-25 00:46:16,4298809759177483,1,[喵喵],1680442039
GFplcu3WU,2018-10-25 00:22:57,4298803881854384,1,[黑线],1680442039
GFplcu3WU,2018-10-25 00:20:47,4298803341290721,1,u,1680442039
GFplcu3WU,2018-10-25 00:09:50,4298800589739602,1,支持,1680442039
GFplcu3WU,2018-10-24 23:55:07,4298796882190459,1,[给你小心心][给你小心心][给你小心心][给你小心心][给你小心心][给你小心心][给你小心心][给你小心心],1680442047
GFplcu3WU,2018-10-24 23:54:07,4298796630412872,1,emm,1680442047
GFplcu3WU,2018-10-24 23:46:00,4298794588003555,1,[doge],1680442047
GFplcu3WU,2018-10-24 23:28:14,4298790116607622,1,emmmm,1680442047
GFplcu3WU,2018-10-24 23:00:35,4298783162633396,1,正面回应,1680442047
GFplcu3WU,2018-10-24 22:59:39,4298782923237856,1,饿一下搜狗,1680442047
GFplcu3WU,2018-10-24 22:48:33,4298780129837353,1,[赞],1680442047
GFplcu3WU,2018-10-24 22:19:26,4298772802460761,1,学生必须要尊重老师，“辛勤的园丁”，但老师也要多理解学生,1680442047
GFplcu3WU,2018-10-24 21:52:46,4298766091803805,1,[吃惊][吃惊],1680442054
GFplcu3WU,2018-10-24 21:51:29,4298765768756088,1,🙏,1680442054
GFplcu3WU,2018-10-24 21:50:55,4298765625773161,1,公平公正。,1680442054
GFplcu3WU,2018-10-24 21:49:16,4298765215114184,1,南大必火,1680442054
GFplcu3WU,2018-10-24 21:33:32,4298761251066636,1,。,1680442054
GFplcu3WU,2018-10-24 21:28:52,4298760076571380,1,后续跟进一下啊,1680442054
GFplcu3WU,2018-10-24 21:21:25,4298758202075760,1,点赞,1680442054
GFplcu3WU,2018-10-24 21:15:35,4298756734566266,1,[作揖][作揖][作揖],1680442054
GFplcu3WU,2018-10-24 21:14:07,4298756364959226,1,态度很值得夸奖了。好评,1680442054
GFplcu3WU,2018-10-24 20:46:28,4298749411279762,1,[摊手],1680442054
GFplcu3WU,2018-10-24 20:45:24,4298749138330290,1,母校到现在没让我失望，等处理结果,1680442054
GFplcu3WU,2018-10-24 20:24:14,4298743810934695,1,111,1680442060
GFplcu3WU,2018-10-24 20:18:57,4298742486469550,1,六六六,1680442060
GFplcu3WU,2018-10-24 20:13:37,4298741139833217,1,加油，好大学好风气,1680442060
GFplcu3WU,2018-10-24 20:08:24,4298739826754843,1,👍,1680442060
GFplcu3WU,2018-10-24 19:43:44,4298733619995240,1,这叫学术造假，不是学术不端,1680442060
GFplcu3WU,2018-10-24 19:39:46,4298732625204902,1,南京大学  嗯很棒了绝不姑息这种老师,1680442060
GFplcu3WU,2018-10-24 19:36:28,4298731790042456,1,唉,1680442060
GFplcu3WU,2018-10-24 19:34:41,4298731341352984,1,[赞],1680442060
GFplcu3WU,2018-10-24 19:03:43,4298723548667572,1,图监控,1680442066
GFplcu3WU,2018-10-24 18:50:31,4298720227384369,1,渍渍渍又一论文题材,1680442066
GFplcu3WU,2018-10-24 18:49:01,4298719854012782,1,佩服,1680442066
GFplcu3WU,2018-10-28 20:39:23,4300197175721826,1,研三被一个管理的老师骂了大半年，拿毕业延期等来威胁，被逼得曾一度想跳楼，但还是挺过来了，现在已经工作。我对科学的憧憬止于研究生。去南京另一所985查查。,1680442072
GFplcu3WU,2018-10-25 07:10:33,4298906462090016,0,川大真棒👍,1680441978
GFplcu3WU,2018-10-25 14:00:22,4299009595888140,0,越来越好,1680441995
GFplcu3WU,2018-10-25 14:00:16,4299009571335335,0,[赞][赞][赞],1680441995
GFplcu3WU,2018-10-25 13:59:20,4299009336464397,0,[good],1680441995
GFplcu3WU,2018-10-25 13:28:23,4299001551725627,0,.,1680441995
GFplcu3WU,2018-10-25 10:30:25,4298956765066080,0,[二哈],1680442003
GFplcu3WU,2018-10-25 10:16:37,4298953287775364,0,……,1680442003
GFplcu3WU,2018-10-25 10:16:32,4298953266478728,0,[吃惊][吃惊][吃惊],1680442003
GFplcu3WU,2018-10-25 10:06:24,4298950716354715,0,[疑问],1680442003
GFplcu3WU,2018-10-25 10:05:31,4298950494567227,0,[good],1680442003
GFplcu3WU,2018-10-25 10:03:47,4298950057720795,0,监控,1680442003
GFplcu3WU,2018-10-25 10:03:43,4298950041255580,0,图,1680442003
GFplcu3WU,2018-10-25 10:03:38,4298950020255713,0,兔子舞,1680442003
GFplcu3WU,2018-10-25 10:01:43,4298949542778465,0,南大可以,1680442009
GFplcu3WU,2018-10-25 10:01:17,4298949429095904,0,回复@Sugar-Chou要过CATTI 的表态:[鲜花][鲜花][鲜花],1680442009
GFplcu3WU,2018-10-25 09:53:38,4298947504115214,0,，,1680442009
GFplcu3WU,2018-10-25 09:51:45,4298947029195780,0,，,1680442009
GFplcu3WU,2018-10-25 09:12:17,4298937101633358,0,",",1680442009
GFplcu3WU,2018-10-25 09:10:44,4298936707446291,0,[二哈],1680442009
GFplcu3WU,2018-10-25 09:05:19,4298935345033496,0,这是态度的问题,1680442009
GFplcu3WU,2018-10-25 08:47:21,4298930823040333,0,出了事就处理，不错,1680442009
GFplcu3WU,2018-10-25 08:45:05,4298930252545298,0,[ok],1680442009
GFplcu3WU,2018-10-25 08:43:36,4298929879420031,0,好样的,1680442009
GFplcu3WU,2018-10-25 08:36:32,4298928100682460,0,emmmm,1680442017
GFplcu3WU,2018-10-25 08:19:21,4298923776892091,0,这才是对的态度,1680442017
GFplcu3WU,2018-10-25 08:17:38,4298923348631403,0,，,1680442017
GFplcu3WU,2018-10-25 08:08:58,4298921163327519,0,🤔,1680442017
GFplcu3WU,2018-10-25 08:07:44,4298920852923547,0,就该这样,1680442017
GFplcu3WU,2018-10-25 08:06:00,4298920412248747,0,。,1680442017
GFplcu3WU,2018-10-25 07:55:58,4298917896758790,0,[吃瓜][吃瓜][吃瓜],1680442017
GFplcu3WU,2018-10-25 07:53:23,4298917246247194,0,可怕,1680442017
GFplcu3WU,2018-10-25 07:49:15,4298916201381926,0,牛逼,1680442017
GFplcu3WU,2018-10-25 07:47:13,4298915690526556,0,。,1680442017
GFplcu3WU,2018-10-25 07:46:59,4298915631047390,0,👍,1680442017
GFplcu3WU,2018-10-25 07:42:58,4298914620578531,0,[可爱][可爱][可爱][可爱][可爱][可爱],1680442017
GFplcu3WU,2018-10-25 07:40:39,4298914032639070,0,[思考][思考],1680442017
GFplcu3WU,2018-10-25 07:33:50,4298912326430961,0,[太开心],1680442024
GFplcu3WU,2018-10-25 07:31:05,4298911625000134,0,正面回应才是该有的态度,1680442024
GFplcu3WU,2018-10-25 07:24:05,4298909863481423,0,处理,1680442024
GFplcu3WU,2018-10-25 07:21:34,4298909230252458,0,不错的,1680442024
GFplcu3WU,2018-10-25 07:18:08,4298908366020571,0,值得信赖的学校,1680442024
GFplcu3WU,2018-10-25 07:08:14,4298905879526834,0,。,1680442024
GFplcu3WU,2018-10-25 06:59:57,4298903794276379,0,。,1680442024
GFplcu3WU,2018-10-25 06:37:09,4298898057331338,0,2,1680442024
GFplcu3WU,2018-10-25 06:37:01,4298898027766341,0,1,1680442024
GFplcu3WU,2018-10-25 06:21:22,4298894085029058,0,啥,1680442031
GFplcu3WU,2018-10-25 06:14:00,4298892231419270,0,节省时间快上课,1680442031
GFplcu3WU,2018-10-25 06:13:55,4298892214090114,0,你试试就开始哭,1680442031
GFplcu3WU,2018-10-25 06:06:12,4298890268181225,0,怎么发现的啊,1680442031
GFplcu3WU,2018-10-25 06:04:10,4298889756247312,0,[微笑],1680442031
GFplcu3WU,2018-10-25 05:13:51,4298877093857585,0,现在才发现啊,1680442031
GFplcu3WU,2018-10-25 04:07:53,4298860492408066,0,敢于直面👍,1680442031
GFplcu3WU,2018-10-25 03:33:14,4298851773076857,0,拿出该有的态度,1680442031
GFplcu3WU,2018-10-25 03:31:51,4298851424548567,0,[微笑],1680442031
GFplcu3WU,2018-10-25 03:10:55,4298846157352988,0,实事求是。,1680442031
GFplcu3WU,2018-10-25 03:10:37,4298846081597769,0,应该这样,1680442031
GFplcu3WU,2018-10-25 03:01:49,4298843867247192,0,大学里有学术不端等师德问题是很正常的，其实从小学到大学各个年级都有个别学校都有可能存在个别教师的师德问题现向,1680442031
GFplcu3WU,2018-10-25 02:42:42,4298839055811014,0,正面回应，面对事实,1680442031
GFplcu3WU,2018-10-25 02:14:52,4298832051375134,0,支持,1680442031
GFplcu3WU,2018-10-25 02:14:20,4298831916643449,0,哈,1680442031
GFplcu3WU,2018-10-25 01:50:35,4298825940294884,0,好,1680442031
GFplcu3WU,2018-10-25 01:17:31,4298817619111612,0,必须正面回应,1680442031
GFplcu3WU,2018-10-25 01:11:07,4298816008092561,0,加油,1680442039
GFplcu3WU,2018-10-25 01:06:20,4298814799482265,0,态度很端正,1680442039
GFplcu3WU,2018-10-25 00:52:48,4298811403245427,0,🙃,1680442039
GFplcu3WU,2018-10-25 00:39:06,4298807950782473,0,[费解],1680442039
GFplcu3WU,2018-10-25 00:18:08,4298802669800003,0,非常好不错了,1680442039
GFplcu3WU,2018-10-25 00:14:17,4298801705906312,0,哇哇,1680442039
GFplcu3WU,2018-10-25 00:12:07,4298801159897378,0,，，,1680442039
GFplcu3WU,2018-10-25 00:08:54,4298800350256957,0,😄,1680442039
GFplcu3WU,2018-10-25 00:07:40,4298800040274557,0,应该认真对待，严肃处理,1680442039
GFplcu3WU,2018-10-25 00:06:17,4298799691880095,0,[中国赞],1680442039
GFplcu3WU,2018-10-25 00:06:13,4298799674963574,0,好,1680442039
GFplcu3WU,2018-10-25 00:05:48,4298799570324148,0,厉害,1680442039
GFplcu3WU,2018-10-25 00:04:48,4298799318809623,0,[good][good][good][good],1680442039
GFplcu3WU,2018-10-25 00:04:24,4298799218272303,0,……,1680442039
GFplcu3WU,2018-10-24 23:42:52,4298793799628291,0,南京...大学...,1680442047
GFplcu3WU,2018-10-24 23:42:01,4298793585670988,0,[good],1680442047
GFplcu3WU,2018-10-24 23:41:37,4298793484527795,0,就要正面回应，一旦遮遮掩掩的就显得理亏了,1680442047
GFplcu3WU,2018-10-24 23:41:11,4298793379466413,0,[嘻嘻],1680442047
GFplcu3WU,2018-10-24 23:11:19,4298785859051038,0,6,1680442047
GFplcu3WU,2018-10-24 22:04:49,4298769123642276,0,。。,1680442047
GFplcu3WU,2018-10-24 22:04:18,4298768994591456,0,。。。,1680442047
GFplcu3WU,2018-10-24 22:03:40,4298768834634553,0,哦豁,1680442047
GFplcu3WU,2018-10-24 22:02:57,4298768653934083,0,就该面对现实,1680442047
GFplcu3WU,2018-10-24 21:56:58,4298767148689868,0,按照规定来,1680442054
GFplcu3WU,2018-10-24 21:42:29,4298763504237301,0,[good],1680442054
GFplcu3WU,2018-10-24 21:39:49,4298762832472534,0,转发微博,1680442054
GFplcu3WU,2018-10-24 21:27:41,4298759778967828,0,正面回应,1680442054
GFplcu3WU,2018-10-24 21:24:41,4298759024134103,0,111,1680442054
GFplcu3WU,2018-10-24 21:01:07,4298753093703398,0,……对,1680442054
GFplcu3WU,2018-10-24 20:56:07,4298751834975508,0,[拳头],1680442054
GFplcu3WU,2018-10-24 20:22:14,4298743308718600,0,。,1680442060
GFplcu3WU,2018-10-24 20:22:04,4298743266166854,0,百年威望毁于一旦[衰][衰][衰],1680442060
GFplcu3WU,2018-10-24 19:59:35,4298737603383799,0,为人师表怎么教书育人,1680442060
GFplcu3WU,2018-10-24 19:57:01,4298736962595087,0,。,1680442060
GFplcu3WU,2018-10-24 19:48:55,4298734923883020,0,[嘻嘻][拳头][拳头][拳头],1680442060
GFplcu3WU,2018-10-24 19:33:55,4298731148345200,0,世界万物，一切皆有可能，😓,1680442060
GFplcu3WU,2018-10-24 19:33:49,4298731123646683,0,还行,1680442060
GFplcu3WU,2018-10-24 19:32:08,4298730700158674,0,。,1680442060
GFplcu3WU,2018-10-24 19:25:00,4298728904763727,0,.,1680442060
GFplcu3WU,2018-10-24 19:18:29,4298727264725036,0,哎,1680442060
GFplcu3WU,2018-10-24 19:13:53,4298726107507638,0,点赞南大,1680442066
GFplcu3WU,2018-10-24 19:02:17,4298723192150031,0,好,1680442066
GFplcu3WU,2018-10-24 19:00:10,4298722655466775,0,66,1680442066
GFplcu3WU,2018-10-24 18:59:56,4298722596896110,0,散发正能量,1680442066
GFplcu3WU,2018-10-24 18:58:46,4298722307644444,0,。。。,1680442066
GFplcu3WU,2018-10-24 18:54:57,4298721342362128,0,哇喔,1680442066
GFplcu3WU,2018-10-24 18:50:49,4298720302023459,0,渍渍渍又一论文题材渍渍渍又一论文题材,1680442066
GFplcu3WU,2018-10-24 18:47:41,4298719517801213,0,[good][good][good],1680442066
GFplcu3WU,2018-10-24 18:46:01,4298719094900634,0,真好,1680442066
GFplcu3WU,2018-10-24 18:45:05,4298718859393451,0,嗯,1680442066
GFplcu3WU,2018-10-24 18:42:14,4298718146137941,0,值得赞,1680442066
GFplcu3WU,2018-10-24 18:41:11,4298717878232478,0,[喵喵],1680442066
GFplcu3WU,2018-10-24 18:41:05,4298717852854991,0,[挖鼻],1680442066
GFplcu3WU,2018-10-24 18:35:52,4298716539645823,0,可以,1680442066
GFplcu3WU,2018-10-24 18:35:11,4298716367616261,0,👍,1680442066
GFplcu3WU,2018-10-24 18:34:20,4298716154215797,0,嗯,1680442066
GFplcu3WU,2018-10-24 18:32:11,4298715613152444,0,@养鱼专业户刘小喵,1680442066
GFplcu3WU,2018-10-24 18:27:45,4298714497673304,0,佩服,1680442072
GFplcu3WU,2018-12-21 18:51:10,4319738886459581,0,@8点半读书: 正面回应，这才是大学应有的态度,1680442072
GFplcu3WU,2018-11-18 13:58:44,4307706497475199,0,好,1680442072
GFplcu3WU,2018-11-08 00:25:30,4303877958137096,0,好！很好！非常好,1680442072
GFplcu3WU,2018-11-01 23:22:08,4301687684702002,0,ooo,1680442072
GFplcu3WU,2018-10-30 19:22:09,4300902515419197,0,态度,1680442072
GFplcu3WU,2018-10-30 08:59:35,4300745841446356,0,查一查南京财经大学吧 有些学院的院长比这个严重多了,1680442072
GFplcu3WU,2018-10-30 07:07:12,4300717559249531,0,。。,1680442072
GFplcu3WU,2018-10-28 22:11:27,4300220349726184,0,新闻周刊上都播了，，，,1680442072
GFplcu3WU,2018-10-27 20:38:04,4299834456001617,0,无所谓ㅍ_ㅍ，该造假就造假，不造就亏了！,1680442072
GFplcu3WU,2018-10-27 08:27:39,4299650641157134,0,师德有问题应该开除，不认真教学，枉为教师称呼,1680442072
GFplcu3WU,2018-10-27 08:04:03,4299644702381123,0,赞[good],1680442072
GaRDRahC6,2018-04-06 19:56:41,4225896917374101,18401,我们的大学生是国家的未来，如果让我们的年轻人失望或者绝望，那么失去的就是整个国家的未来。删帖封号是有用的，但年轻人是不会忘记的，北电侯亮平没有了，但总有人会记得他，魏则西没有了，但总有人记得他，陶崇园没有了，也不能被忘记,1680441655
GaRDRahC6,2018-04-06 19:48:58,4225894975290792,11202,可以的，对比一下武汉理工,1680441655
GaRDRahC6,2018-04-06 19:53:01,4225895994603765,4348,名校就是名校,1680441655
