tweet_id,_id,like_counts,content,ret,ret_prob
GFplcu3WU,4298716682682821,6,这才叫棒, positive,-5.109523e-05
GFplcu3WU,4298731988405291,6,南大[心][爱你], positive,-5.912312e-06
GFplcu3WU,4298710991314986,6,林子大了什么鸟都有，大学也一样，可以理解。, positive,-0.0005180506
GFplcu3WU,4298695426198247,5,师德不端不能聘用, positive,-0.21606322
GFplcu3WU,4298933008095970,4,对此态度给个赞, positive,-2.033751e-05
GFplcu3WU,4298717157180419,4,大学，国之重器，应慎重以待, positive,-0.004151517
GFplcu3WU,4298724143865544,3,最后日期没居中 看着难受, negative,-0.069017306
GFplcu3WU,4340738940487182,3,看了翟天临事件后，我想说，NJU果然还是我心目中的NJU。, positive,-0.030382201
GFplcu3WU,4298702589850122,3,师德 已堪忧, negative,-0.104666896
GFplcu3WU,4309200941514428,3,所以一个月了，调查结果呢？, positive,-0.033080313
GFplcu3WU,4299042542441024,3,国内排名前十的学校，就要有做大哥的样子。, positive,-0.00047726158
GFplcu3WU,4298718738248314,3,哇有点想去这个学校 可以, positive,-8.5905114e-05
GFplcu3WU,4299048036667047,3,这种问题不应该只是学校查，可以移交司法机关, positive,-0.16035898
GFplcu3WU,4298724412402658,3,可怜她教过的学生, negative,-0.22376151
GFplcu3WU,4298708189334142,2,1, positive,-0.0010679826
GFplcu3WU,4298947856209045,2,给南大点赞，这样的态度，才是不糊弄人，正视问题的态度啊，其他学校的发言人是情商为零，还是把人都当傻子呦, positive,-0.001376456
GFplcu3WU,4298907108592143,2,致敬南大。, positive,-2.0935424e-05
GFplcu3WU,4298791287466865,2,大学都这样做多好，很多大学就是怕担责任拼命包庇，你看现在人家南大积极回应，真正怪学校的人不多[鼓掌][鼓掌], positive,-1.3422466e-05
GFplcu3WU,4298773943641209,2,呵  好大学出了这事就说没事  坏大学出了这事肯定就不是这态度了, negative,-0.019154284
GFplcu3WU,4298717362371649,2,@小鹿你好hello: 大学都这样做多好，很多大学就是怕担责任拼命包庇，你看现在人家南大积极回应，真正怪学校的人不多[鼓掌][鼓掌], positive,-1.3542607e-05
GFplcu3WU,4299049575810148,2,学校应该严厉处理，以正校风, positive,-0.2304206
GFplcu3WU,4299023743564311,2,hdhhdhdhdhddh, positive,-0.020058824
GFplcu3WU,4299001064627668,2,第一次查处不要紧，多补上几篇就行了；跟偷税一样。, positive,-0.14343579
GFplcu3WU,4298923529159232,2,呵呵[doge][doge][doge], positive,-9.370307e-06
GFplcu3WU,4298917653096422,2,想要air pods, positive,-0.07578001
GFplcu3WU,4298906063346796,2,大家的看法各有不同, positive,-0.0010172646
GFplcu3WU,4298720692520237,2,教育部门早该整治，警醒学术不端等师德问题自身蔓延。, negative,-0.4103849
GaRDRahC6,4225896917374101,18401,我们的大学生是国家的未来，如果让我们的年轻人失望或者绝望，那么失去的就是整个国家的未来。删帖封号是有用的，但年轻人是不会忘记的，北电侯亮平没有了，但总有人会记得他，魏则西没有了，但总有人记得他，陶崇园没有了，也不能被忘记, negative,-0.004084306
GaRDRahC6,4225894975290792,11202,可以的，对比一下武汉理工, positive,-0.0006264733
GaRDRahC6,4225895994603765,4348,名校就是名校, positive,-0.00010736549
GaRDRahC6,4225896057795640,3829,这才是大校风范！再好的群体也有可能有个别不良成分，但是要认同自己。再看看某学校。, positive,-0.02790268
GaRDRahC6,4225896744904638,747,希望不要烂尾[微笑][微笑], positive,-7.3446927e-06
GaRDRahC6,4225895402656384,649,“教师工作部”是啥时候成立的……话说你们这个说明都说明白什么了？[汗], negative,-0.084534205
GaRDRahC6,4225897097854600,586,这个教授可以去那个武汉什么大学了任教了😂, positive,-0.00101631
GaRDRahC6,4225898632926989,494,武理：我能跟你们一样？我可是984.5[doge], positive,-3.2140102e-05
GaRDRahC6,4225895953133975,383,哈哈哈哈哈哈高校这几波操作[作揖], positive,-1.1873685e-05
GaRDRahC6,4225898485844754,315,好多年前刚上大学的时候，有时候周末会跑去南大老校区转转，路过一些教学楼和居民区的时候，会看到满头华发的爷爷奶奶慢条斯理都在聊一些政治、医学和教育方面的问题，直到现在也觉得南大真的是能沉淀下来做学问的地方[微风], positive,-0.00020537194
GaRDRahC6,4225896904505552,265,比武汉那个什么鬼公正多了[二哈][二哈][二哈], positive,-2.8326363e-05
GaRDRahC6,4225897772504487,210,作为一名江苏人  不容忍这种禽兽污染我们的南大 作为一名中国人 不容忍这种畜生败坏中国的高校名声。, negative,-0.053501993
GaRDRahC6,4225897165473065,206,武理取闹[微笑], positive,-6.6294406e-06
GaRDRahC6,4225898469033224,199,沈阳教授！！不要伤心失望！！！请移步武汉理工大学！！！！, negative,-0.00047553165
GaRDRahC6,4225897197741916,144,下面上海师范大学是不是也要发声明了？, positive,-0.12128715
GaRDRahC6,4225907248578461,79,南京大学回应:对沈阳教授被指性侵案高度重视，已成立专门工作组对此事件进行研判，密切关注事件的进展。但在沈阳教授调入南京大学时，是否知道沈阳教授在北大时受到过行政处分，公安机关对性侵案的调查结论？希望南京大学能作进一步说明。, positive,-0.0064867707
GaRDRahC6,4225898346997930,75,你们还觉得好呢？已经开除的教师还能去南京大学任教，大学怎么了？我们的国家怎么了？人民群众，好坏都不分了？这个说明不是赤裸裸的残害国民的良性吗？, negative,-0.24208505
GaRDRahC6,4225897798162080,71,把这个衣冠禽兽调去武汉理工吧，简直配一脸。@武汉理工大学, positive,-0.014669168
GaRDRahC6,4225897718564161,68,南大[doge]你为何对我们河南考生那么苛刻[悲伤][悲伤][悲伤], negative,-0.00046193527
GaRDRahC6,4225897513541633,67,我还以为是来从沈阳来的教授[允悲], negative,-0.0024099932
GaRDRahC6,4225898720715569,59,@武汉理工大学  知道为什么自己到底是个野鸡学校了吗 真的是让你们的学生抬不起头, negative,-0.6093617
GaRDRahC6,4225895167716820,54,所以没有对该教授的处罚?, positive,-0.050513756
GaRDRahC6,4225905221903028,49,@武汉理工大学 @武汉理工大学 @武汉理工大学 @武汉理工大学 @武汉理工大学 @武汉理工大学 @武汉理工大学 @武汉理工大学 @武汉理工大学 @武汉理工大学 @武汉理工大学 @武汉理工大学, positive,-0.0018832689
GaRDRahC6,4225900423591355,48,不是啊...为什么要向南大讨说法啊，这事儿一不是在南大发生的，二相关人员现已离职南大..太冤了吧, negative,-0.25315702
GaRDRahC6,4225936415103962,40,南大：我的个乖乖这B在北大犯了事跑我们学校来了，你们有啥要举报的不，来点实锤我就开了他, positive,-0.3097145
GaRDRahC6,4225897651186970,40,沈阳也是很有故事的一个名字[笑cry], positive,-0.0004023657
GaRDRahC6,4225897558542606,39,隔壁某理工学着点，其他先不说，先看这态度@武汉理工大学, positive,-0.073353015
GaRDRahC6,4225936465776912,33,拿某理工和南大比可能是南大在微博上受到的最大侮辱, negative,-0.023595203
GaRDRahC6,4225897710407249,33,其实不止是武汉理工大学，北京化工大学前几天也有个研究生跳楼身亡了，然而起码大家都记得武理，北化的这件事连知道的人都没有多少, positive,-0.30186236
GaRDRahC6,4225908816563762,29,为南京大学点赞！这才是立德树人。, positive,-3.953198e-05
GaRDRahC6,4225897306821778,28,@武汉理工大学, positive,-0.00090116286
GaRDRahC6,4225901288299045,26,其实南京大学挺躺枪的。, positive,-0.025082318
GaRDRahC6,4225896108224176,25,真的是躺枪啊[傻眼], negative,-0.010169562
GaRDRahC6,4225896494217572,23,我是文学专业的学生，现代汉语是必修课，曾经，南大，南大的语言学老师，是同学口中的好学校，好老师，我也一直以为这种好事不会发生在文科专业，文科老师身上，因为文学净化、陶冶人心。最后说一句，如何面对《汉语和汉语研究十五讲》这本书？[白眼], negative,-0.42503875
GaRDRahC6,4225898092358884,22,这才像高等学府该有的样子。, positive,-0.00051280175
GaRDRahC6,4225897579519650,21,这个声明没有太多意义。因为主要看北大(已经实锤承认）和上师（看看后续如何发展）, positive,-0.0654466
GaRDRahC6,4225898129473682,20,相比之下 武汉理工真是个垃圾 连面子上的文章都不做了 不要脸到何等位置, negative,-0.09630103
GaRDRahC6,4225900793490429,18,这件事的处理，@南京大学 胜 @北京大学  多了。[赞][赞], positive,-1.3542607e-05
GaRDRahC6,4225934981058463,16,建议沈阳教授来武汉理工大学避难, positive,-0.0075541236
GaRDRahC6,4225897688597433,14,声明都发了不撤职没道理了[怒], negative,-3.01145e-05
GaRDRahC6,4225897714365131,13,好，不愧为985，比武汉理工强多了，希望不放过一个坏人，[笑而不语][笑而不语][笑而不语], positive,-0.00015481713
GaRDRahC6,4225895641791563,13,@武汉理工大学, positive,-0.00090116286
GaRDRahC6,4225901665052653,11,武理你学到了吗？好好看，好好学@武汉理工大学, positive,-9.532728e-05
GaRDRahC6,4225897210328364,11,让武汉理工学着点, positive,-0.00046527592
GaRDRahC6,4225943146652001,11,考研学子注意一下，要报武汉理工的看过来，这才是学校该有的态度，南京大学，希望不要让大家失望, negative,-0.00013693394
GaRDRahC6,4225898218256465,11,大校风范 [赞]对比一下隔壁武汉理工[摊手], positive,-1.1753544e-05
GaRDRahC6,4225907403077886,10,说实在的中国这些大学龌龊不堪的事情一大堆！都快成了教授老师们的后花园了！, negative,-0.0886256
GaRDRahC6,4225897546525534,10,希望能说到做到 学校没必要为了一个老师败坏整个学校的名声 若属实 袒护不是你们该做的。[作揖], negative,-0.012547834
GaRDRahC6,4225897207251545,10,@武汉理工大学 垃圾学校，看看人家, positive,-0.07190484
GaRDRahC6,4225900235079975,9,巧合巧合[允悲] http://t.cn/RmUodwU, negative,-0.2575426
GaVUmodao,4226069818519589,6625,还有，请大家关注武汉理工大学寒门研究生被导师逼跳楼事件。学校不作为，现在“无形的力量”威胁着他的家人，陶崇园同学死的不明不白，急需大家关注。, negative,-0.0319041
GaVUmodao,4226073745569517,2179,不只是不痛不痒的网上声明，还要公布当年的会议记录，复核之后即使不能把坏人送进监狱，至少已获得的名誉和利益要追回吧？当年到底谁从中作梗保下沈阳，又给他撑腰让他顺风顺水升了那么多年也该问责吧？, negative,-0.23572476
GaVUmodao,4226077356171692,1417,什么行政处罚呢？为什么不回答什么行政处罚呢？让这样的老师一直干到2011年 ，北大就是这样的北大吗？, positive,-0.5987662
GaVUmodao,4226070468713497,968,这么多点赞的，觉得我校啥具体内容也没说啊，什么样的事实认定，什么调查结果，以及作出的行政处分是根据什么样的校规？, positive,-0.016714457
GaVUmodao,4226059177884510,262,支持北大, positive,-2.4152187e-05
GaVUmodao,4226068069552381,253,坦荡的说出那六个字！！ 武汉理工大学, positive,-0.003312908
GaVUmodao,4226062956704757,253,@武汉理工大学 真的不要怪我们脑补过分，这样大规模的屏蔽删帖，背后所牵扯的实在可怕……到底你们做了什么？又有什么来头？, negative,-0.08165458
GaVUmodao,4226077817458175,191,还有三十天就一百二十年校庆了，当年因为百年校庆暂时压过去了完全理解，这次北大就不要淡化了，北大历来是引导中国风气的，对于最近象牙塔性侵的爆料表个态吧，表个能正确引领价值观的态度吧！！, positive,-0.0099407155
GaVUmodao,4226059262478153,156,渣浪要做什么？, negative,-0.018614903
GaVUmodao,4226093831173096,118,是为人师表还是无耻禽兽？真想不到，逼死一个北大高材生，得到的处罚只是行政记过！《刑法》第二百三十六条何在？检察机关的公诉呢？国家机关工作人员利用职权犯前三款罪的，依照前三款的规定从重处罚。罚在何处？为什么没有刑事责任？《刑法》第二百四十六条呢？自诉呢？可惜了一个有才华的青春生命！, negative,-0.17917123
GaVUmodao,4226132767361645,98,为何当年对沈阳进行行政处分了，他还能继续在北大教书，2011年调入南京大学前还是北京大学中文系的副主任？为何调入南大时候没有说明其曾经在北大受过行政处分？北大在这方面是不是要回应下[微笑], positive,-1.676031e-05
GaVUmodao,4226060168561629,47,君子坦荡荡, positive,-3.452334e-05
GaVUmodao,4226086683972336,41,北大就是厉害，直接和渣浪怼上了，再看看某理 [打脸], negative,-0.0072557484
GaVUmodao,4226196847687687,40,二十年前行政处分？就记了个大过对吧？中小学生年代早恋打架斗殴也是记大过，为人师表性侵学生这触犯法律的事情也就记个大过？？？处分后还调离就职于南大？？卧槽贼划算呢？？？犯罪了还继续横着走，那可是一个优秀女孩的一生啊！！良心呢？？这背后隐藏的事实真是细思极恐，为什么绝口不提了？？, negative,-0.43556052
GaVUmodao,4226077502708774,38,大家踊跃去上海师大微博留言啊！此人现在在上海师大呢！, positive,-2.6060465e-05
GaVUmodao,4226083630736997,36,北大：我并没有剥夺你们发表言论的权利，但是有人想让我背锅，这锅我不背[doge], positive,-4.406191e-05
GaVUmodao,4226061035809841,33,官博霸气！, positive,-3.4762696e-05
GaVUmodao,4226059299228277,32,还在删！, positive,-0.01888984
GaVUmodao,4226300169938201,32,几百字的文章，一半以上的套话。心累～, negative,-0.022730581
GaVUmodao,4226059115387735,31,[哈哈]还在疯狂删, positive,-6.5092986e-06
GaVUmodao,4226072218206526,27,如果有关部门，这次继续旁观、麻木不仁、做鸵鸟、尸位素餐，我相信广大人民是不会原谅的。学校不是法外之地，但也绝对不是所谓的净土。多少受害者的挣扎、眼泪、呼喊、生命，湮灭在风里。, negative,-0.004169113
GaVUmodao,4226090829061558,25,沟通期间为什么上条微博直接没掉了?, positive,-0.6653888
GaVUmodao,4226150890969312,24,呵呵了我，要不是无理闹这么大，你们会发声明什么什么的。不过也让无理看看，你他妈都什么年代了，在网络时代还敢这么办事，遮遮掩掩，从26号到现在都多少天了，公众就听到你们会议里谈论此事跟王攀无关，而且千万别去网上任意发声……陶子走那几天，王攀还能有闲心讨论诗词歌赋[怒], negative,-0.00013657632
GaVUmodao,4226309011436478,23,前任院长丁帆：一、沈阳教授调入南京大学文学院是我主政期间，在毫不知情的情况下，没有外调就同意引进人才，属引人失察，全部责任由我个人承担，本人可以接受任何处分。二、本人同意并服从南京大学文学院的一切决定。 http://t.cn/RmqGJXl, positive,-0.3646234
GaVUmodao,4226245228812335,22,如果1998年事件证明沈阳是个道德败坏分子，而师德师风如北大声明所言，是教师队伍建设的根本，那北大怎么可以让一个已经被证明的师德败坏分子继续担任教职，岂止是继续任职，不仅升了北京大学中文系教授，做了博士生导师，还担任了现代汉语教研室主任？在信息如此发达的现在，南大中文系怎么可能对199, negative,-0.590404
GaVUmodao,4226062923147139,20,北大说，这个锅我不背, negative,-0.54367
GaVUmodao,4226306956352334,17,这份声明一点鸟用也没有！不痛不痒！当时到底是什么情况，怎么能让一个强奸犯继续在北大工作，继续教书育人？到底存没存在徇私？哪些人当时参与调查和处分？为什么会有这样的处理结果？现在该怎么处理这件事？这些才是北大应该发的生命？, negative,-0.16202866
GaVUmodao,4226083974581194,16,王攀，沈阳，事情没说法之前，我们绝不会忘记，不愧是北大，有傲骨, positive,-0.0056557367
GaVUmodao,4226181731132336,15,北京大学，作为我国高分学府，沈阳在北大任职期间性侵女生并且导致受害女生自杀，学校仅仅对其进行行政处分，还继续任用，这背后的原因和经过应当在声明中明确说明才是。, negative,-0.0078038685
GaVUmodao,4226183253711030,15,无痛无痒的一份声明就赢来大家的夸赞。请问：1.处分后为何在其调入南大时，不主动声明其有恶劣行迹？2.在其申报长江学者时，为何不承担责任主动联系教育部申报其有师德问题？, positive,-5.4314798e-05
GaVUmodao,4226077012200160,14,新浪为要关闭北大官博评论功能？这不是栽赃北大不敢让网友说话吗？[怒], negative,-2.6773841e-05
GaVUmodao,4226061191173555,14,为北大点赞, positive,-1.42597355e-05
GaVUmodao,4226071081554751,12,真正的气节，所以这里是北大, positive,-0.0001351458
GaVUmodao,4226060725614851,11,看来不是技术问题啊。, positive,-0.06584339
GaVUmodao,4226090157117120,11,不愧是北大，没有堕了自己的名声[憧憬][憧憬]不像某些学校，对吧@武汉理工大学 [汗][汗][汗], positive,-0.1644028
GaVUmodao,4226062378309457,10,北大终于乃北大也, positive,-0.00051160867
GaVUmodao,4226294952809014,10,是不是性侵之前先当个老师，就可以不用承担刑事责任啦, positive,-0.14874746
GaVUmodao,4226081248684703,10,一所学校的声望越高，肩负的责任越大，你不带头，中国教育无望了, negative,-0.0111182025
GaVUmodao,4226086688323932,10,如果网上传的属实。从师德来看，陆俭明比沈阳还渣，道貌岸然！建议北大一并追责。, positive,-0.56034255
GaVUmodao,4226175616125111,8,今日的北大远不是民国和战乱革命的北大，92之后北大已经被阉割了, negative,-0.25597927
GaVUmodao,4226074222571111,8,希望北大学子乃至所有青年都能永保独立之精神，自由之人格。, positive,-0.00080404343
GaVUmodao,4226296651240818,8,虽然是北大，但是啥都没说啊，网友想知道都没回答[二哈][二哈][二哈][二哈], positive,-0.00014456424
GaVUmodao,4226231253506352,8,现在，我更喜欢南大了, positive,-5.4432137e-05
GaVUmodao,4226068720777491,7,@MoMo_46 看看p大的态度…再看看武理工…今年招生要受影响了…, positive,-0.43063474
GaVUmodao,4226258566486408,7,强奸的处罚就这样?好棒棒哟, positive,-3.225932e-05
GaVUmodao,4226077238780270,7,救救孩子。, positive,-0.0842766
GaVUmodao,4226115964424064,7,北大也有无脑吹，佛了。[作揖][作揖][作揖]真想解决您还等二十年后？“等到事情被推向风口浪尖我再发表声明”，这副嘴脸反正我看了就觉得挺恶心的。神他妈第一学府的风采。 http://t.cn/RmbvrtU, negative,-0.16332601
GaVUmodao,4226069864662183,7,打脸武汉理工[二哈], positive,-9.606849e-06
GaVUmodao,4226062013882512,7,@武汉理工大学  @人民日报, positive,-0.00022015757
GaVUmodao,4226098725801547,6,提个建议，是否考虑在北大文学院给高岩塑一座雕像？这样对高岩、家人是一种告慰，给世人以警戒，以警示那些蠢蠢欲动的人，引以为戒，洁身自好。资金可以募集，可待此事件平息时。[汗][微笑][思考], positive,-6.0395385e-05
Gpp686uXS,4260547622757223,21917,你妈贵姓？, positive,-0.00535433
Gpp686uXS,4260547438909581,20651,汉奸行为, negative,-0.010468991
Gpp686uXS,4260547371965929,14122,提出问题的同学被解决了？这话说出来你们自己信吗[吃瓜], positive,-1.1278585e-05
Gpp686uXS,4260562344924863,12392,图片评论 http://t.cn/RdnDQ8G, positive,-0.0006057206
Gpp686uXS,4260550621969767,10601,学校是老师是洋垃圾的奴才，学生会是学校的走狗，果然一脉相承啊，直接放个牌子，华人与狗不得入内呗，知道的是知道这里是2018年的中国高等学府，不知道的还以为是清末的外国租界呢，66666, positive,-0.32907894
Gpp686uXS,4260551682789653,9162,什么叫二次舆论爆发，这个案例可以写进失败公关教科书, negative,-0.0057904986
Gpp686uXS,4260547761140176,7149,恶心，真恶心, negative,-0.0023811974
Gpp686uXS,4260582071087304,5476,紫光阁了解一下 http://t.cn/RdmIZXZ, positive,-6.170386e-05
Gpp686uXS,4260549351384195,4950,汉族地位越来越低，还不是因为队伍里出现了奴才, negative,-0.027143452
Gpp686uXS,4260559681577997,4570,我说 一句垃圾学校有人赞吗, positive,-0.1298013
Gpp686uXS,4260570130031093,4489,你他妈定位我们江南大学干什么，要死, negative,-0.044980288
Gpp686uXS,4260579394736943,3199,这张图片好形象啊 http://t.cn/RdmtdKG, positive,-3.357061e-05
Gpp686uXS,4260560361292546,3014,人肉  这个老师  一点老师样没有 看着不干人事 http://t.cn/RdngAwG, positive,-0.19429798
Gpp686uXS,4260566744300717,2830,洋垃圾之歌 留学中国人人夸，我们来自亚非拉; 方便女孩遍地跑，月入过万寄回家; 课程不学得满分，论文不写算个啥; 夜夜笙歌等闲事，吃喝嫖赌顶呱呱; 此等好事哪里有?  今生无悔入华夏!, positive,-0.00015338662
Gpp686uXS,4260548113607293,2231,把屎都舔出来花了，牛逼[good], positive,-5.109523e-05
Gpp686uXS,4260574953345651,2206,三流学校爱装逼。倒贴钱请黑人来留学充门面。假装国际化，意淫自己是一带一路的重要站点。还请黑人外教。一位美国四代华人来应聘英文老师被拒绝，原因是他没有黑人辩识度高。还喜找名人开讲坐。花几十万请人来开一个40分钟的鸡汤讲座，我想不到学生能学会什么。有那钱还不如丰富下图书馆，提高下奖学金, negative,-0.22181687
Gpp686uXS,4260549052824560,1971,通报nmb，你们怎么不住芳园？, positive,-0.16549517
Gpp686uXS,4260560952366436,1481,一个老师，说自己有执法权，呵呵哒，已经涉及违法，属于寻衅滋事，学生应该打110进行处理, positive,-0.65051645
Gpp686uXS,4260554711745845,1465,中国这些年已经开始逐渐有很多人站了起来，而你们那些老不死的学校领导人还TM跪着在！你们这些人做学校教育的领导人，简直就是中国教育的失败！, negative,-0.0042630904
Gpp686uXS,4260548277188483,1464,求求你们别再给无锡丢脸了行不行, positive,-0.1519111
Gpp686uXS,4260553607832741,1445,赶紧滚出来拍个声泪俱下的跪着道歉的视频给大伙降降火，该停职停职，该开除开除，该卸任卸任。这才应该是你们的公关。, negative,-0.005635895
Gpp686uXS,4260547367141168,1125,奴才文化表现得淋漓精致, positive,-4.871012e-05
Gpp686uXS,4260560839004474,1065,400多人的宿舍给300多人住还有为什么不直接去改造旧宿舍然后让留学生住而且你说了芳园只有200多人在住为什么不把他们搬到李园然后改造旧宿舍非要搬在住400多人的李园呢做法中都有不合理的地方很明显这只是官方糊弄人的还有那两个老师最后怎么样了被人肉的学生怎么样了人肉学生的人怎么样了, negative,-0.24372172
Gpp686uXS,4260548314500525,899,你用锤子便签生成的这套话 却又把via Smartisan notes的水印去掉 这大概就是贵校的作风了吧 辣鸡！还是严肃点说吧 垃圾！, positive,-0.49760443
Gpp686uXS,4260547245768291,858,秩序平稳，笑死, positive,-0.00042138743
Gpp686uXS,4260548315237522,820,原来就6人现在就2人。你们玩的真是好套路, positive,-0.19790669
Gpp686uXS,4260560117170718,804,大多数学校不都是这样，事情败露了，就发文件，各种编理由，因为学校关系的利益是众多老师的利益，还有学校管理人员，校长和各主任，甚至关系到当地政府，地方政府和学校管理人员腐不腐败就不说了，凡是关系到自己利益的，都会不择手段维护，就学校来说，肯定会牺牲学生的利益，甚至用处罚威胁达到目的, negative,-0.08080538
Gpp686uXS,4260547917192158,750,qnmb，狗奴才, positive,-0.04216479
Gpp686uXS,4260548444918897,687,这公关开除吧，又是哪个混饭吃的老师。, negative,-0.13877048
Gpp686uXS,4260567193077372,615,听说学校都能执法了？你们这是洋人的新租界么, positive,-0.057981875
Gpp686uXS,4260568103800098,597,开别发通告洗白了，快看看 你们视频里那个老师丑恶的嘴脸吧！学生说他哪像个老师，就说我不干了。学生们说既然你不干了，滚！一点毛病没有啊，又反过来问谁骂的，哪个学院的！您不是不干了吗...... 拿着学生开涮舔洋学生 真是恶心  没上到这种学校真是我的荣幸！, negative,-0.042483475
Gpp686uXS,4260574508138573,498,我相信主动闹事的学生还是少数的，如果真激起了学生的众怒，说明学校的处理方式是有问题的。学校这个通报并没有明确说明所涉及的问题，有点逃避啊。让通过校长、书记信箱反映意见和建议？！你这么说是认真的吗？, negative,-0.005611621
Gpp686uXS,4260588240036923,425,这是一条对学校有利的评论，请学生干部点赞, positive,-3.8577375e-05
Gpp686uXS,4260592116029561,365,你这破学校你贵姓啊? http://t.cn/RdmCnoz, positive,-0.46708563
Gpp686uXS,4260566850327902,341,从高考民族加分各种不公平到招收洋垃圾，教育部门的政策除了恶心国人让人更厌恶还真没什么作用。这种毁人子弟毁国家未来的行为是要被历史记住的@微言教育, negative,-0.00435037
Gpp686uXS,4260558225580063,339,我就搞不懂，你发定位拖上人家江大干嘛。能不能专业一点, positive,-0.5218143
Gpp686uXS,4260566702661098,295,你们吃着学生的，喝着学生的，居然对学生下黑手，臭不要脸，狗奴才。, negative,-0.009378845
Gpp686uXS,4260638786601611,295,提醒一下贵校党委，我们党是代表工人阶级领导工农联盟和统一战线的先进政党，利用党组织控制舆论是违反政治纪律的行为，是在消解我党的群众基础和执政合法性，动摇党员群众的思想信念，严重违反我党群众路线和党章党纪要求@无锡纪委 http://t.cn/RduKzq7, negative,-0.13216855
Gpp686uXS,4260548155619507,293,满口仁义道德, positive,-5.4194657e-05
Gpp686uXS,4260567046757055,270,应该安排几个学校女领导大黑黑一起住啊，随时照料生活起居，情感咨询，体现人文大爱, positive,-6.99302e-05
Gpp686uXS,4260557526116047,268,今年怕是招不到人了, negative,-0.021152828
Gpp686uXS,4260567986940802,258,好歹也是一个高校官博，连个洗地文都不会写，还不如不写。, positive,-0.49837276
Gpp686uXS,4260556934963215,230,还tm在垂死挣扎，现在积极认错，开除涉事的所谓的老师，恢复原来住宿安排，可能影响还小一点，脑残公关，自取灭亡。, negative,-0.44135994
Gpp686uXS,4260556754333943,217,你们那位执法老师呢，那位通缉学生的管理员呢，还有公开威胁的表白墙呢？？？避重就轻的公告, positive,-0.459717
Gpp686uXS,4260607023287385,215,慌不慌 等着凉 http://t.cn/Rdm1KEm, negative,-0.39729977
Gpp686uXS,4260548550188738,215,那位帅帅的老师升职了没？上面交代的事办的很用心, positive,-0.00028639348
Gpp686uXS,4260580238160550,205,男的徐进，女的朱彬, positive,-0.00040057753
Gpp686uXS,4260548554559065,198,一般垃圾学校能力不怎么样，逼事特别多。, negative,-0.027706387
Gpp686uXS,4260623040525471,195,恭喜无锡职业技术学院成为全国知名院校，哈哈哈哈哈哈哈哈哈[二哈] http://t.cn/RduyHbs, positive,-8.4157e-06
Gpp686uXS,4260566073745389,193,火炬那边过来的[吃瓜] http://t.cn/RdmPxBM, positive,-7.937927e-06
H9ttovdft,4322582805326771,5227,你说说，这马上都过年了。弄个这事，这孩子的父母得多伤心啊[悲伤][悲伤], negative,-0.00013216372
